symbol,company,Business Content
JBHT,JB Hunt Transport Services,物流サービス会社
JBI,Janus International Group Inc,ターンキービルディングソリューションと新しいアクセス制御技術のグローバルメーカーおよびサプライヤー。
JBL,Jabil,各種メーカー向けに回路設計や概略図作成
JBLU,JetBlue Airways,航空会社
JBSS,John B Sanfilippo &amp; Son,ピーナッツやその他のナッツのプロセッサーと販売業者である
JBT,John Bean Technologies Corporation,食品加工と航空輸送業向けに情報技術ソリューションを提供。
JCI,Johnson Controls International,警備・火災検知機器等を取扱う総合セキュリティメーカー
JCTCF,Jewett Cameron Trading Company Ltd,工業用木材製品、芝生、庭園、ペットとその他、および種子加工販売する会社。
JEF,Jefferies Financial Group,総合持株会社
JELD,JELD WEN Holding Inc,米国のドアや窓を製造している持株会社
JHG,Janus Henderson Group plc,資産運用・管理・財務アドバイスサービスを提供している企業
JILL,J Jill,女性衣料品ブランド。
JJSF,J&amp;J Snack Foods,スナック食品および 飲料を製造、販売する食品メーカー
JKHY,Jack Henry &amp; Associates,地方銀行向けに中核情報処理ソリューションを提供する企業
JLL,Jones Lang Lasalle Inc,米国の総合不動産業会社
JNJ,Johnson &amp; Johnson,医療・健康関連製品メーカー
JNPR,Juniper Networks,光ネットワーク機器大手
JOB,GEE Group Inc,人材派遣サービスを提供している会社
JOBY,Joby Aviation Inc,エアタクシーサービスの開発に従事。
JOE,The St Joe Company,土地、森林およびリゾート資産を所有する不動産開発会社
JOUT,Johnson Outdoors Inc A,米国でアウトドア用品を製造、販売している企業
JPM,JPMorgan Chase,総合金融業
JRSH,Jerash Holdings (US) Inc,スポーツウェア等のアパレル会社
JRVR,James River Group Holdings Ltd,子会社を通し、米国市場向けの特殊保険および再保険事業に従事しているバミューダ籍の保険持株会社。
JSPR,Jasper Therapeutics Inc,造血細胞移植療法に焦点を当てるバイオテクノロジー企業。
JTAI,Jet.AI Inc,AIによるプライベートジェットの予約や会員制サービス等を提供する
JVA,Coffee Holding Co Inc,米国コーヒー統合卸売焙煎販売業者
JWEL,Jowell Global Ltd ,eコマースプラットフォームを通じて化粧品、健康および栄養補助食品、家庭用品を提供。
JWN,Nordstrom,百貨店
JWSM,Jaws Mustang Acquisition Corporation A,ブランクチェックカンパニー。
JXN,Jackson Financial Inc A,年金に関する商品等を提供する保険会社
JYAC,Jiya Acquisition Corp -Cl A,ブランクチェックカンパニー。
JYNT,Joint Corp,米国のカイロプラクティック診療所の運営会社
JZXN,Jiuzi Holdings Inc,新エネルギー車（NEV）の小売店の運営を行う中国の会社。
K,Kellanova,インスタント食品メーカー
KA,Kineta Inc,バイオ医薬品メーカー。
KACL,Kairous Acquisition Corp Limited,ブランクチェックカンパニー。
KAI,Kadant Inc,米国の製紙機器メーカー
KAII,Kismet Acquisition Two Corp,ブランクチェックカンパニー。
KALA,KALA BIO Inc,米国のバイオ医薬品企業
KALU,Kaiser Aluminum Corp,特殊アルミ製品メーカー
KALV,Kalvista Pharmaceuticals,臨床段階の専門領域向医薬品に携わっている。
KAR,OPENLANE Inc,自動車オークションサービス会社
KARO,Karooooo Ltd,高度道路交通システム向けのリアルタイム分析ソリューションを提供する企業
KAVL,Kaival Brands Innovations Gr,喫煙具などを手がける企業。
KBH,KB Home,米大手の住宅建設会社
KBR,KBR,世界的なエンジニアリング会社
KCGI,Kensington Capital Acquisition Corp5 A,ブランクチェックカンパニー。
KD,Kyndryl Holdings Inc,アプリケーション、データ、AI、クラウド、コアエンタープライズ、デジタルワークを提供。
KDP,Keurig Dr Pepper,総合清涼飲料メーカー
KE,Kimball Electronics Inc,米国の電子機器受託生産会社
KELYA,Kelly Services Inc A,北米、欧州、環太平洋諸国にある事業所を通じ、さまざまな業種の顧客を対象に人材派遣サービスを手掛けている人材派遣会社。
KELYB,Kelly Services Inc,人材派遣会社。
KEN,Kenon Holdings Ltd,完全子会社ICパワーと中国の自動車会社クオロスを通じ、事業を展開。
KEQU,Kewaunee Scientific Corporation,家具設計などを行う米国の製造企業
KEX,Kirby Corporation,工業用化学品、石油精製品、ブラックオイル製品、農業用化学品の輸送を手掛ける内陸タンク船運営会社。
KEY,KeyCorp,金融サービス持株会社
KEYS,Keysight Technologies,電子計測機器メーカー
KFFB,Kentucky First Federal Bancorp,不動産担保ローン関連の会社。
KFRC,Kforce Inc,専門・技術人材派遣の専門サービス・ソリューションを提供している人材派遣会社
KFS,WabtecKingsway Financial Services,子会社を通じて主に金融資産や不動産を所有、管理する持株会社。
KFY,Korn Ferry,人材採用、リーダーシップ開発、組織戦略などを提供しているコンサルティング会社。
KGC,Kinross Gold,カナダの金鉱山会社
KHC,Kraft Heinz,世界的な食料品会社
KIDS,OrthoPediatrics Corp,米国の医療器具メーカー
KIND,Nextdoor Holdings Inc A,SNSプラットフォームを提供する会社。
KINS,Kingstone Companies Inc,米国の保険持株会社
KIRK,Kirkland’s Inc,小売業者。住宅装飾品および贈答品を販売する小売業者。
KL,Kirkland Lake Gold Ltd,カナダの金採掘会社
KLAC,KLA,半導体検査装置メーカー
KLG,WK Kellogg Co,スナック食品と菓子製品を提供する
KLIC,Kulicke And Soffa Industries Inc,半導体デバイス組立用の大型器材、関連部品、梱包材料を製造。組立装置のサービス、点検、修理、改修も手掛けている企業。
KLTR,Kaltura Inc,米国を拠点とするビデオテクノロジープロバイダー。
KLXE,KLX Energy Services Holdings Inc,エネルギー関連サービスに従事する米国の企業
KMB,Kimberly-Clark,消費者用製品メーカー
KMDA,Kamada Ltd,イスラエルの血漿由来タンパク質治療に焦点を当てる会社。
KMI,Kinder Morgan A&amp;P,パイプライン輸送・貯蔵に従事
KMPR,Kemper Corp,金融サービス会社。損害保険、生命保険、医療保険など保険事業を展開。
KMT,Kennametal Inc,工具、工学部品や先進素材の世界的な供給会社
KMX,CarMax,自動車販売チェーン店
KN,Knowles Corporation,世界各国で製品を販売している最先端音響部品の設計・製造会社。
KNDI,Kandi Technologies Group Inc,小型車両メーカー。主要製品は、全地形対応車（ATV）、ゴルフカート、オートバイ、スクーター、ゴーカートなど。
KNF,Knife River Corporation,骨材、アスファルト、生コンクリートなどの建設資材や請負サービスを提供
KNSA,Kiniksa Pharmaceuticals A,米国(バミューダ諸島)のバイオ医薬品会社。有効な治療法が確立されていない衰弱性疾患の治療薬の発見、開発および商品化を行う。
KNSL,Kinsale Capital Group Inc,米国の持株保険会社
KNTK,Kinetik Holdings Inc,石油・ガスの採集・処理施設を所有する米国の企業
KNX,Knight-Swift Transportation,輸送・貨物サービスを提供
KO,The Coca-Cola,ソフトドリンク製造販売
KOD,Kodiak Sciences Inc,米国のバイオ医薬品企業。
KODK,Eastman Kodak,画像製品メーカー
KOP,Koppers Holdings Inc,炭素化合物及び商業用木材処理製品のグローバルプロバイダー
KOPN,Kopin,半導体材料とスモールフォームファクター・ディスプレーの製造会社
KORE,"KORE Group Holdings, Inc.",IOTサービス関連企業。
KOS,Kosmos Energy,石油・ガス会社
KOSS,Koss Corporation,AV製品メーカー
KPLT,"Katapult Holdings, Inc.",電子商取引（EC）に焦点を当てた金融テクノロジー企業。リース購入プラットフォームである「Katapult」を提供する。
KPRX,Kiora Pharmaceuticals Inc,医薬品メーカー。目の疾患に対する非侵襲性の目薬デリバリシステムを開発。
KPTI,Karyopharm Therapeutics Inc,臨床段階の製薬会社
KR,The Kroger,米国のスーパーマーケット・コンビニ会社
KRMD,KORU Medical Systems Inc,輸液療法に使用される注入器を開発、製造、および商品化している米国の企業
KRNL,Kernel Group Holdings Inc,ブランクチェックカンパニー。
KRNT,Kornit Digital Ltd,グローバルな印刷繊維産業を対象にデジタル印刷ソリューションの設計、開発、販売を行うデジタル捺染機メーカー
KRNY,Kearny Financial Corp MD,Kearny Federal Savings Bankの持株会社
KRO,Kronos Worldwide Inc,二酸化チタン顔料の製造会社。
KRON,Kronos Bio  Inc,臨床段階のバイオ医薬品企業
KROS,Keros Therapeutics Inc,血液疾患および筋骨格系障害の新規治療法の発見、開発
KRRO,Korro Bio Inc,米国のバイオテクノロジー企業
KRT,Karat Packaging Inc,外食産業で使用される使い捨て製品の製造・販売を行う。
KRUS,Kura Sushi USA Inc A,寿司チェーン店。
KRYS,KRYSTAL BIOTECH Inc,医薬品（バイオテクノロジー）
KSCP,Knightscope Inc A,自律型セキュリティロボット（ASR）の開発を行う会社。
KSS,Kohl's,一般家庭向け商品を扱う百貨店チェーン
KTB,Kontoor Brands Inc,衣料品メーカー。
KTCC,Key Tronic Corporation,契約ベースで設計および生産サービスに従事。パソコン、ターミナル、ワークステーション用のキーボードも製造。
KTOS,Kratos Defense &amp; Security Solutions,防衛関連のソリューションの請負およびセキュリティーシステムの構築に従事している軍事ソリューション会社。連邦政府、州自治体、地方自治体にサービスを提供しています。
KTRA,Kintara Therapeutics Inc,癌等の治療薬を開発する製薬会社。
KTTA,Pasithea Therapeutics Corp,中枢神経等の治療薬を開発する製薬会社。
KULR,KULR Technology Group Inc,バッテリー、電子機器などの安全管理および熱管理システムの開発、販売を行う。米国国防総省などにも技術提供を行う。
KURA,Kura Oncology Inc,臨床段階のバイオ医薬品企業
KVHI,KVH Industries Inc,米国の通信機器・関連製品メーカー
KVUE,Kenvue Inc,消費者向けヘルスケア用品大手を手掛ける米国の大手企業。
KVYO,Klaviyo Inc-A,主にデジタルマーケティングにおけるオートメーションプラットフォームを提供するソフトウェア会社。
